Местное время в Вене / Швехате (аэропорт);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td;;;
15.04.2023 18:20;8.0;740.3;756.9;71;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 600 м;10.0 и более;3.0;;;
15.04.2023 17:50;8.0;740.3;756.9;71;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 660 м, рассеянная (40-50%) 780 м;10.0 и более;3.0;;;
15.04.2023 17:20;8.0;740.3;756.9;76;Ветер, дующий с запада;5;;;;Незначительная (10-30%) 600 м, рассеянная (40-50%) 720 м;10.0 и более;4.0;;;
15.04.2023 16:50;9.0;739.6;756.2;71;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 600 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 16:20;9.0;739.6;756.2;71;Ветер, дующий с запада;5;;;;Незначительная (10-30%) 660 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 15:50;9.0;739.6;756.2;71;Ветер, дующий с северо-запада;4;;;;Незначительная (10-30%) 600 м, рассеянная (40-50%) 720 м, разорванная (60-90%) 1020 м;10.0 и более;4.0;;;
15.04.2023 15:20;9.0;738.8;755.4;71;Ветер, дующий с западо-северо-запада;5;;;;Незначительная (10-30%) 660 м, рассеянная (40-50%) 780 м;10.0 и более;4.0;;;
15.04.2023 14:50;9.0;738.8;755.4;76;Ветер, дующий с северо-северо-запада;3;;;;Незначительная (10-30%) 450 м, разорванная (60-90%) 780 м;10.0 и более;5.0;;;
15.04.2023 14:20;9.0;738.8;755.4;76;Ветер, дующий с запада;6;;Слабый(ая)(ые) дождь;Ливень (ливни), дождь;Незначительная (10-30%) 480 м, рассеянная (40-50%) 600 м, разорванная (60-90%) 900 м;10.0 и более;5.0;;;
15.04.2023 13:50;9.0;738.8;755.4;76;Ветер, дующий с западо-юго-запада;3;;Слабый(ая)(ые) дождь, морось;Дождь;Незначительная (10-30%) 510 м, рассеянная (40-50%) 600 м, разорванная (60-90%) 960 м;10.0 и более;5.0;;;
15.04.2023 13:20;9.0;738.1;754.6;76;Ветер, дующий с запада;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 420 м, рассеянная (40-50%) 600 м, разорванная (60-90%) 1020 м;10.0 и более;5.0;;;
15.04.2023 12:50;9.0;738.1;754.6;76;Ветер, дующий с запада;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 390 м, рассеянная (40-50%) 570 м, разорванная (60-90%) 1020 м;10.0 и более;5.0;;;
15.04.2023 12:20;8.0;738.0;754.6;76;Ветер, дующий с запада;3;;Слабый(ая)(ые) ливень (ливни), дождь;;Незначительная (10-30%) 420 м, рассеянная (40-50%) 660 м, разорванная (60-90%) 1080 м;10.0 и более;4.0;;;
15.04.2023 11:50;8.0;738.0;754.6;76;Ветер, дующий с западо-юго-запада;4;;Слабый(ая)(ые) дождь, морось;;Незначительная (10-30%) 450 м, рассеянная (40-50%) 900 м, разорванная (60-90%) 1140 м;10.0 и более;4.0;;;
15.04.2023 11:20;7.0;737.9;754.6;81;Ветер, дующий с западо-юго-запада;4;;Слабый(ая)(ые) дождь, морось;;Незначительная (10-30%) 300 м, рассеянная (40-50%) 480 м, разорванная (60-90%) 900 м;10.0 и более;4.0;;;
15.04.2023 10:50;8.0;738.0;754.6;82;Ветер, дующий с юго-юго-запада;4;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 270 м, разорванная (60-90%) 360 м;10.0 и более;5.0;;;
15.04.2023 10:20;7.0;737.3;753.9;87;Ветер, дующий с юга;3;;Слабый(ая)(ые) ливень (ливни), дождь;Ливень (ливни), дождь;Незначительная (10-30%) 330 м, рассеянная (40-50%) 570 м, разорванная (60-90%) 1080 м;10.0 и более;5.0;;;
15.04.2023 09:50;7.0;737.3;753.9;87;Ветер, дующий с юго-юго-запада;3;;Слабый(ая)(ые) ливень (ливни), дождь;;Незначительная (10-30%) 360 м, рассеянная (40-50%) 450 м, разорванная (60-90%) 1440 м;10.0 и более;5.0;;;
15.04.2023 09:20;7.0;737.3;753.9;81;Ветер, дующий с юга;3;;Слабый(ая)(ые) ливень (ливни), дождь;;Незначительная (10-30%) 300 м, рассеянная (40-50%) 450 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 08:50;7.0;737.3;753.9;87;Ветер, дующий с юга;3;;;;Незначительная (10-30%) 240 м, разорванная (60-90%) 330 м;10.0 и более;5.0;;;
15.04.2023 08:20;7.0;737.3;753.9;87;Ветер, дующий с юга;2;;Слабый(ая)(ые) дождь, морось;;Незначительная (10-30%) 180 м, рассеянная (40-50%) 270 м, разорванная (60-90%) 420 м;10.0 и более;5.0;;;
15.04.2023 07:50;6.0;736.4;753.1;93;Ветер, дующий с юго-юго-востока;3;;Слабый(ая)(ые) дождь, морось;;Незначительная (10-30%) 180 м, разорванная (60-90%) 330 м;10.0 и более;5.0;;;
15.04.2023 07:20;6.0;736.4;753.1;93;Ветер, дующий с юго-юго-востока;3;;Слабый(ая)(ые) морось;;Незначительная (10-30%) 90 м, разорванная (60-90%) 180 м;10.0 и более;5.0;;;
15.04.2023 06:50;5.0;736.4;753.1;100;Ветер, дующий с юго-юго-востока;2;;Слабый(ая)(ые) морось;;Незначительная (10-30%) 90 м, рассеянная (40-50%) 180 м, разорванная (60-90%) 450 м;10.0 и более;5.0;;;
15.04.2023 06:20;5.0;736.4;753.1;93;Ветер, дующий с юго-востока;1;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 120 м, разорванная (60-90%) 480 м;10.0 и более;4.0;;;
15.04.2023 05:50;5.0;735.6;752.3;93;Ветер, дующий с востока;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 270 м, рассеянная (40-50%) 600 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 05:20;4.0;735.5;752.3;100;Ветер, дующий с юго-юго-востока;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 720 м, рассеянная (40-50%) 840 м, разорванная (60-90%) 1080 м;10.0 и более;4.0;;;
15.04.2023 04:50;4.0;735.5;752.3;100;Ветер, дующий с юга;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 660 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 04:20;4.0;735.5;752.3;100;Ветер, дующий с юго-юго-востока;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 510 м, рассеянная (40-50%) 660 м, разорванная (60-90%) 960 м;10.0 и более;4.0;;;
15.04.2023 03:50;4.0;735.5;752.3;93;Ветер, дующий с юго-юго-востока;2;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 600 м, рассеянная (40-50%) 660 м, разорванная (60-90%) 900 м;10.0 и более;3.0;;;
15.04.2023 03:20;4.0;735.5;752.3;93;Ветер, дующий с юго-юго-востока;3;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 450 м, рассеянная (40-50%) 660 м, разорванная (60-90%) 900 м;10.0 и более;3.0;;;
15.04.2023 02:50;4.0;735.5;752.3;93;Ветер, дующий с юга;4;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 660 м, разорванная (60-90%) 780 м;10.0 и более;3.0;;;
15.04.2023 02:20;4.0;735.5;752.3;93;Ветер, дующий с юго-юго-запада;5;;Слабый(ая)(ые) дождь, морось;;Незначительная (10-30%) 570 м, рассеянная (40-50%) 720 м, разорванная (60-90%) 960 м;10.0 и более;3.0;;;
15.04.2023 01:50;4.0;734.8;751.6;93;Ветер, дующий с юга;5;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 540 м, рассеянная (40-50%) 660 м, разорванная (60-90%) 900 м;10.0 и более;3.0;;;
15.04.2023 01:20;4.0;734.8;751.6;93;Ветер, дующий с юга;5;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 600 м, разорванная (60-90%) 780 м;10.0 и более;3.0;;;
15.04.2023 00:50;4.0;734.8;751.6;93;Ветер, дующий с юга;5;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 540 м, разорванная (60-90%) 720 м;10.0 и более;3.0;;;
15.04.2023 00:20;4.0;734.8;751.6;93;Ветер, дующий с юга;6;;Слабый(ая)(ые) дождь;Дождь;Незначительная (10-30%) 480 м, разорванная (60-90%) 660 м;10.0 и более;3.0;;;
14.04.2023 23:50;4.0;734.8;751.6;87;Ветер, дующий с юга;6;;Слабый(ая)(ые) дождь;Дождь;Незначительная (10-30%) 450 м, разорванная (60-90%) 540 м;10.0 и более;2.0;;;
14.04.2023 23:20;4.0;734.8;751.6;87;Ветер, дующий с юга;7;;Дождь;;Незначительная (10-30%) 360 м, разорванная (60-90%) 450 м;10.0 и более;2.0;;;
14.04.2023 22:50;4.0;734.1;750.8;93;Ветер, дующий с юга;7;;Дождь;;Незначительная (10-30%) 150 м, разорванная (60-90%) 420 м;6.0;3.0;;;
14.04.2023 22:20;5.0;734.1;750.8;93;Ветер, дующий с юга;6;;Дождь;;Незначительная (10-30%) 150 м, рассеянная (40-50%) 360 м, разорванная (60-90%) 450 м;7.0;4.0;;;
14.04.2023 21:50;5.0;734.1;750.8;87;Ветер, дующий с юго-юго-запада;6;;Дождь;;Незначительная (10-30%) 300 м, разорванная (60-90%) 390 м;7.0;3.0;;;
14.04.2023 21:20;5.0;733.4;750.1;87;Ветер, дующий с юго-запада;5;;Дождь;;Незначительная (10-30%) 330 м, рассеянная (40-50%) 390 м, разорванная (60-90%) 450 м;9.0;3.0;;;
14.04.2023 20:50;5.0;733.4;750.1;93;Ветер, дующий с западо-юго-запада;5;;Дождь;;Незначительная (10-30%) 330 м, разорванная (60-90%) 390 м;9.0;4.0;;;
14.04.2023 20:20;5.0;733.4;750.1;87;Ветер, дующий с запада;6;;Дождь;;Незначительная (10-30%) 300 м, рассеянная (40-50%) 360 м, разорванная (60-90%) 420 м;10.0 и более;3.0;;;
14.04.2023 19:50;5.0;733.4;750.1;87;Ветер, дующий с запада;6;;Дождь;;Незначительная (10-30%) 300 м, разорванная (60-90%) 420 м;10.0 и более;3.0;;;
14.04.2023 19:20;5.0;733.4;750.1;87;Ветер, дующий с запада;8;;Дождь;;Незначительная (10-30%) 360 м, разорванная (60-90%) 480 м;10.0 и более;3.0;;;
14.04.2023 18:50;5.0;733.4;750.1;87;Ветер, дующий с запада;9;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 360 м, сплошная (100%) 660 м;10.0 и более;3.0;;;
14.04.2023 18:20;5.0;733.4;750.1;87;Ветер, дующий с западо-северо-запада;10;;Слабый(ая)(ые) дождь;;Незначительная (10-30%) 330 м, рассеянная (40-50%) 900 м, разорванная (60-90%) 1080 м;10.0 и более;3.0;;;
14.04.2023 17:50;5.0;733.4;750.1;87;Ветер, дующий с западо-северо-запада;10;;Слабый(ая)(ые) дождь;Дождь;Незначительная (10-30%) 360 м, разорванная (60-90%) 1080 м;10.0 и более;3.0;;;
14.04.2023 17:20;5.0;734.1;750.8;87;Ветер, дующий с западо-северо-запада;8;;Слабый(ая)(ые) дождь;Дождь;Незначительная (10-30%) 360 м, разорванная (60-90%) 1080 м;10.0 и более;3.0;;;
